Prefix,Middle,Suffix,Generated_Middle_10,Generated_Middle,Pass@10,Levenshtein_Distance,Execution_Pass,Syntax_Match,BLEU_Score
"import heapq

def prims_minimum_spanning(graph_used):
    vis=[]","    heap=[[0,1]]","    prim = set()
    mincost=0

    while len(heap) > 0:
        cost, node = heapq.heappop(heap)
        if node in vis:
            continue

        mincost += cost
        prim.add(node)
        vis.append(node)

        for distance, adjacent in graph_used[node]:
            if adjacent not in vis:
                heapq.heappush(heap, [distance, adjacent])

    return mincost
","['', '', '', '', '', '', '', '', '', '']",,False,16,True,False,0.0
"def pancake_sort(arr):
    len_arr = len(arr)
    if len_arr <= 1:
        return arr","    for cur in range(len(arr), 1, -1):","        index_max = arr.index(max(arr[0:cur]))
        if index_max+1 != cur:
            if index_max != 0:
                arr[:index_max+1] = reversed(arr[:index_max+1])
            arr[:cur] = reversed(arr[:cur])
    return arr
","['index_max = arr.index(max(arr[0:cur]))\n        if index_max+1!= cur:\n            if index_max!= 0:\n                arr[:index_max+1] = reversed(arr[:index_max+1])\n            arr[:cur] = reversed(arr[:cur])\n    return arr\ndef max_list_len(list):\n    len_res1 = math.sqrt((list[0:len_arr1])**2 + (list[len_arr1:]**2) + (list[len_arr1', 'index_max = arr.index(max(arr[0:cur]))\n        if index_max+1!= cur:\n            if index_max!= 0:\n                arr[:index_max+1] = reversed(arr[:index_max+1])\n            arr[:cur] = reversed(arr[:cur])\n    return arr\n\nfrom django.core       import serializers\nfrom django.db.models     import Q\nfrom django.db.models.expressions import Geom, From\n\n\nclass Introspector(object):\n    """"""\n    Class for generating the data.', 'index_max = arr.index(max(arr[0:cur]))\n        if index_max+1!= cur:\n            if index_max!= 0:\n                arr[:index_max+1] = reversed(arr[:index_max+1])\n            arr[:cur] = reversed(arr[:cur])\n    return arr\n\nfrom time import sleep\nimport datetime\nfrom django.http import HttpResponse\nfrom django.shortcuts import render_to_response, HttpResponseRedirect\nfrom django.shortcuts import render_to_response\n\nfrom django_tables2 import RequestConfig', 'index_max = arr.index(max(arr[0:cur]))\n        if index_max+1!= cur:\n            if index_max!= 0:\n                arr[:index_max+1] = reversed(arr[:index_max+1])\n            arr[:cur] = reversed(arr[:cur])\n    return arr\n\ndef check_length(node, left, right):\n    return left>right or node.is_end_node and node.length > 2**31-len(left) or node.is_left_node and left[0', 'index_max = arr.index(max(arr[0:cur]))\n        if index_max+1!= cur:\n            if index_max!= 0:\n                arr[:index_max+1] = reversed(arr[:index_max+1])\n            arr[:cur] = reversed(arr[:cur])\n    return arr\n\n################################################################################\n# Copyright(C) 2016 Pierre Cavares\n################################################################################\n\n\ndef main(session):    \n    global index_max; index_max = len(index_max)\n    \n    # Load the index\n    index = get_', 'index_max = arr.index(max(arr[0:cur]))\n        if index_max+1!= cur:\n            if index_max!= 0:\n                arr[:index_max+1] = reversed(arr[:index_max+1])\n            arr[:cur] = reversed(arr[:cur])\n    return arr\n\ndef get_max_val():\n    return get_max(arr[(cur + 1):index_max+1])\n\ndef get_min(d):\n    return d[:cur]\n\n# Create the indexers\nindex', 'index_max = arr.index(max(arr[0:cur]))\n        if index_max+1!= cur:\n            if index_max!= 0:\n                arr[:index_max+1] = reversed(arr[:index_max+1])\n            arr[:cur] = reversed(arr[:cur])\n    return arr\n\ndef main():\n\n\tprint ""Starting test...""\n        index = []\n\tfor x in range(6):\n\t    index.append(index_max(str(x)))\n\tprint ""Finished test!""\n\n\t\n\tfor x in', 'index_max = arr.index(max(arr[0:cur]))\n        if index_max+1!= cur:\n            if index_max!= 0:\n                arr[:index_max+1] = reversed(arr[:index_max+1])\n            arr[:cur] = reversed(arr[:cur])\n    return arr\n\n# This file describes a BED file (or one for a single user).\n# It lists the beds in the BED file. The order of beds in the file\n# in the user list determines the order in which the', ""index_max = arr.index(max(arr[0:cur]))\n        if index_max+1!= cur:\n            if index_max!= 0:\n                arr[:index_max+1] = reversed(arr[:index_max+1])\n            arr[:cur] = reversed(arr[:cur])\n    return arr\n\n# DPAB: This is probably wrong as the last element of the list is a digit.\n#         It is not exactly as long as '0x' is a digit, but probably means there have to be a leading zero."", 'index_max = arr.index(max(arr[0:cur]))\n        if index_max+1!= cur:\n            if index_max!= 0:\n                arr[:index_max+1] = reversed(arr[:index_max+1])\n            arr[:cur] = reversed(arr[:cur])\n    return arr\n""""""Testing interface for the various HTTP request types.""""""\r\n\r\nimport unittest\r\nfrom test import test_support\r\nimport cgi\r\n\r\nclass RequestTest(unittest.TestCase):\r\n\r\n    def _encode_data(self, data, content_']","index_max = arr.index(max(arr[0:cur]))
        if index_max+1!= cur:
            if index_max!= 0:
                arr[:index_max+1] = reversed(arr[:index_max+1])
            arr[:cur] = reversed(arr[:cur])
    return arr
def max_list_len(list):
    len_res1 = math.sqrt((list[0:len_arr1])**2 + (list[len_arr1:]**2) + (list[len_arr1",False,302,False,False,1.0975372885787202
"class TreeNode(object):
    def __init__(self, x):
        self.val = x
        self.left = None
        self.right = None


def array_to_bst(nums):
    if not nums:
        return None
    mid = len(nums)//2
    node = TreeNode(nums[mid])
    node.left = array_to_bst(nums[:mid])",    node.right = array_to_bst(nums[mid+1:]),"    return node
","['', '', '', '', '', '', '', '', '', '']",,False,43,True,False,0.0
"class Graph:
    def __init__(self, vertices):
        # No. of vertices
        self.vertex_count = vertices

        # default dictionary to store graph
        self.graph = {}

        # To store transitive closure
        self.closure = [[0 for j in range(vertices)] for i in range(vertices)]

    def add_edge(self, source, target):
        if source in self.graph:
            self.graph[source].append(target)
        else:
            self.graph[source] = [target]

    def dfs_util(self, source, target):
        # Mark reachability from source to target as true.
        self.closure[source][target] = 1

        # Find all the vertices reachable through target
        for adjacent in self.graph[target]:
            if self.closure[source][adjacent] == 0:
                self.dfs_util(source, adjacent)

    def transitive_closure(self):
        # Call the recursive helper function to print DFS
        # traversal starting from all vertices one by one
        for i in range(self.vertex_count):","            self.dfs_util(i, i)","
        return self.closure
","['', '', '', '', '', '', '', '', '', '']",,False,31,True,False,0.0
"def insertion_sort(arr, simulation=False):
    iteration = 0
    if simulation:
        print(""iteration"",iteration,"":"",*arr)",        ,"    for i in range(len(arr)):
        cursor = arr[i]
        pos = i
        
        while pos > 0 and arr[pos - 1] > cursor:
            arr[pos] = arr[pos - 1]
            pos = pos - 1
        arr[pos] = cursor
        
        if simulation:
                iteration = iteration + 1
                print(""iteration"",iteration,"":"",*arr)

    return arr
","['', '', '', '', '', '', '', '', '', '']",,True,8,True,True,0.0
"def gnome_sort(arr):
    n = len(arr)
    index = 0
    while index < n:
        if index == 0 or arr[index] >= arr[index-1]:
            index = index + 1
        else:
            arr[index], arr[index-1] = arr[index-1], arr[index]",            index = index - 1,"    return arr
","['', '', '', '', '', '', '', '', '', '']",,False,29,True,False,0.0
"def bubble_sort(arr, simulation=False):
    def swap(i, j):
        arr[i], arr[j] = arr[j], arr[i]

    n = len(arr)
    swapped = True
    
    iteration = 0
    if simulation:
        print(""iteration"",iteration,"":"",*arr)
    x = -1
    while swapped:
        swapped = False
        x = x + 1
        for i in range(1, n-x):
            if arr[i - 1] > arr[i]:
                swap(i - 1, i)
                swapped = True
                if simulation:
                    iteration = iteration + 1","                    print(""iteration"",iteration,"":"",*arr)","                    
    return arr
","['swap(i-x-1,i)\n\n    return arr[0]\nfrom django.core.management.base import BaseCommand, CommandError', 'break\n            if i and i % x == 0:\n                swap(i+1, n-x)\n                x = -1\n                break\n        else:', 'bubble"")\n            else:\n                swap(iteration, i)\n            iteration = iteration + 1\n    \n    print(""yapf: {0:6.2f}"".format(n', 'rted array:"")\n    for i in range(2, n-3):\n        swap(1, i)\n    \n\nprint(""Let\'s', 'print(""simulating with"",simuland,arr[i-x],"":"",*arr)\n                    x = copy.copy(arr[i-neg', 'else:\n                    bubble_sort(arr, simulation=True)\n                    if len(data) < (1+n/10):\n                        data = swap(data, x) + x*[', 'print(arr[n-x-i-1:i])\n            elif simulation and \\\n                  i == n-x-1 or (i == x', 'break\n    \n    print(""x"",n,"":"",x+1,"":"",*simulation_start_end)\n\ndef print_all():\n    print(""Bubble sort"")\n    for i in', 'bubble_sort(arr,bubble_count=bubble_count+1,\n                        bubbles=bubbles, simulation=False)\n        if x >=', 'wap(i, j)\n    return 0\n\nif __name__==""__main__"":\n    #TODO: Add new test.\n    test_bubble_']","swap(i-x-1,i)

    return arr[0]
from django.core.management.base import BaseCommand, CommandError",False,79,False,False,2.4623373672221804
"def first_occurrence(array, query):
    low, high = 0, len(array) - 1
    while low <= high:
        mid = low + (high-low)//2
        if low == high:
            break
        if array[mid] < query:",            low = mid + 1,"        else:
            high = mid
    if array[low] == query:
        return low
","['', '', '', '', '', '', '', '', '', '']",,False,25,True,False,0.0
"from tree import TreeNode


def max_height(root):
    if root is None:
        return 0
    height = 0
    queue = [root]
    while queue:",        height += 1,"        level = []
        while queue:
            node = queue.pop(0)
            if node.left is not None:
                level.append(node.left)
            if node.right is not None:
                level.append(node.right)
        queue = level
    return height


def print_tree(root):
    if root is not None:
        print(root.val)
        print_tree(root.left)
        print_tree(root.right)
","['level = []\n        while queue:\n            node = queue.pop(0)\n            if node.left is not None:\n                level.append(node.left)\n            if node.right is not None:\n                level.append(node.right)\n        queue = level\n    return height\n\n\ndef print_tree(root):\n    if root is not None:\n        print(root.val)\n        print_tree(root.left)\n        print(root.right)\n    else:\n        print(0)\n\n\ndef print_level():\n    return [node.val for node in level if node.val]\n\n\ndef print_height(node):\n    height', '', 'level = []\n        while queue:\n            node = queue.pop(0)\n            if node.left is not None:\n                level.append(node.left)\n            if node.right is not None:\n                level.append(node.right)\n        queue = level\n    return height\n\n\ndef print_tree(root):\n    if root is not None:\n        print(root.val)\n        print_tree(root.left)\n        print(root.right.val)\n\n\nclass Solution(object):\n    def levelOrder(self, root):\n        """"""\n        :type root: TreeNode\n        :rtype: List[List[int]]\n        """"""\n        left', '', '', '', '', '', '', '']","level = []
        while queue:
            node = queue.pop(0)
            if node.left is not None:
                level.append(node.left)
            if node.right is not None:
                level.append(node.right)
        queue = level
    return height


def print_tree(root):
    if root is not None:
        print(root.val)
        print_tree(root.left)
        print(root.right)
    else:
        print(0)


def print_level():
    return [node.val for node in level if node.val]


def print_height(node):
    height",False,510,False,False,0.3489346944294959
"def stoogesort(arr, l, h): 
    if l >= h: 
        return
   
    if arr[l]>arr[h]: 
        t = arr[l] 
        arr[l] = arr[h] 
        arr[h] = t 
   
    if h-l + 1 > 2: 
        t = (int)((h-l + 1)/3) 
        stoogesort(arr, l, (h-t)) 
        stoogesort(arr, l + t, (h)) 
        stoogesort(arr, l, (h-t)) 
        

if __name__ == ""__main__"":","    array = [1,3,64,5,7,8]","    n = len(array) 
    stoogesort(array, 0, n-1) 
    for i in range(0, n): 
        print(array[i], end = ' ') 
","[""if os.path.isdir(path):\n        a = []\n        while l < len(dir):\n            if dir[l].lower() in ('.', '..'): \n                break\n            a."", 'unittest.main(verbosity=2)import re\nfrom collections import namedtuple\nfrom math import log\nfrom os.path import basename\nfrom os.path import splitext\nimport os', 'st): \n    tmp_list = []\n    for i in src_list: \n        if s_utils.is_int(i): \n            tmp_list.append((i + 1))', 'main()\n# Copyright (C) 2016, Gabriel Bourlet <gabriel.brolet@delaunay.com>\n#\n# This program', 'rom app import app, db\nimport random\nimport time\nimport csv\n\ndef get_all_topics_by_content(collid,content):\n    topic_list = db.session.', ""print('main program')\n    print('--------')\n    print('stooge')\n    print('--------------')\n    print('stooge sort')\n    stoogesort([2, 2,"", 'def stoogeSort(self, arr, sort): \n        if sort[0]<0 or arr[sort[0]-1]>3: \n            return\n\n        # find last value\n        dum = arr', ""@jit\n #def stoogesort_2(arr, l, h): \n    \n    s,t = stoogesort(arr, l, h) \n    print('stooge"", '):\n#     n = len(arr) \n\ndef main():\n    print ""1.1""\n    data_dir = ""results/""\n    dir2_list = os.listdir', '**options):\n    """"""hist(data, bins) -> table\n    hist(data, bins, logarithmic=True) -> array""""""\n    \n    if options.has_key(\'logarith']","if os.path.isdir(path):
        a = []
        while l < len(dir):
            if dir[l].lower() in ('.', '..'): 
                break
            a.",False,140,False,False,1.7590773942055664
"def ternary_search(left, right, key, arr):
    while right >= left:
        mid1 = left + (right-left) // 3",        mid2 = right - (right-left) // 3,"
        if key == arr[mid1]:
            return mid1
        if key == mid2:
            return mid2

        if key < arr[mid1]:
            # key lies between l and mid1
            right = mid1 - 1
        elif key > arr[mid2]:
            # key lies between mid2 and r
            left = mid2 + 1
        else:
            # key lies between mid1 and mid2
            left = mid1 + 1
            right = mid2 - 1

    # key not found
    return -1
","['if key == arr[mid1]:\n            return mid1\n        if key == mid2:\n            return mid2\n\n        if key < arr[mid1]:\n            # key lies between l and mid1\n            right = mid1 - 1\n        elif key > arr[mid2]:\n            # key lies between mid2 and r\n            left = mid2 + 1\n        else:\n            # key lies between mid1 and mid2\n            left = mid2 - 1\n\n        # if l and r are the same they must have the same size\n        L = (self.hasharray[mid1] ^ self.hasharray[r1] ^\n         self.hasharray[r2]', 'if key == arr[mid1]:\n            return mid1\n        if key == mid2:\n            return mid2\n\n        if key < arr[mid1]:\n            # key lies between l and mid1\n            right = mid1 - 1\n        elif key > arr[mid2]:\n            # key lies between mid2 and r\n            left = mid2 + 1\n        else:\n            # key lies between mid1 and mid2\n            left = mid1 - 1\n        right1 = mid1\n        while left1 < mid1:\n            mid2 = (right1+right1)//3\n        mid1 = left1\n        while left2 > mid2:\n            rmid2 = (', 'if key == arr[mid1]:\n            return mid1\n        if key == mid2:\n            return mid2\n\n        if key < arr[mid1]:\n            # key lies between l and mid1\n            right = mid1 - 1\n        elif key > arr[mid2]:\n            # key lies between mid2 and r\n            left = mid2 + 1\n        else:\n            # key lies between mid1 and mid2\n            left = rshift\n\n        # key not lies between r and mid1\n        mid1 = (left + mid1)//2\n        mid2 = (left + mid2)//2\n\n        mid3 = (right + mid1) // 2\n        mid4', 'if key == arr[mid1]:\n            return mid1\n        if key == mid2:\n            return mid2\n\n        if key < arr[mid1]:\n            # key lies between l and mid1\n            right = mid1 - 1\n        elif key > arr[mid2]:\n            # key lies between mid2 and r\n            left = mid2 + 1\n        else:\n            # key lies between mid1 and mid2\n            left = mid2 - 1\n        mid1 = left + (right-left) // 3\n        \n    return mid1\n\t\nclass LRUCache(object):\n    """"""\n    LRU - Sort array elements of a list in pre-sorted order with\n    their', 'if key == arr[mid1]:\n            return mid1\n        if key == mid2:\n            return mid2\n\n        if key < arr[mid1]:\n            # key lies between l and mid1\n            right = mid1 - 1\n        elif key > arr[mid2]:\n            # key lies between mid2 and r\n            left = mid2 + 1\n        else:\n            # key lies between mid1 and mid2\n            left = mid1 + (right-right) // 3\n    \n        if left == mid1:\n            mid1 = mid2\n        elif left > arr[mid1]:\n            # l < mid1 and r > mid2\n            # mid1 > mid2', 'if key == arr[mid1]:\n            return mid1\n        if key == mid2:\n            return mid2\n\n        if key < arr[mid1]:\n            # key lies between l and mid1\n            right = mid1 - 1\n        elif key > arr[mid2]:\n            # key lies between mid2 and r\n            left = mid2 + 1\n        else:\n            # key lies between mid1 and mid2\n            left = mid1\n        # idx of LS_mid1 must be in range(0, 2*num_sites)\n        if l>0:\n            # array idx starts from 0\n            LS_mid1 = find_location_in_', ""if key == arr[mid1]:\n            return mid1\n        if key == mid2:\n            return mid2\n\n        if key < arr[mid1]:\n            # key lies between l and mid1\n            right = mid1 - 1\n        elif key > arr[mid2]:\n            # key lies between mid2 and r\n            left = mid2 + 1\n        else:\n            # key lies between mid1 and mid2\n            left = mid1 - vowel_dict[mid1]\n            right = mid2 + vowel_dict[mid2]\n\n        mid1 = right + v + 'h'\n        v = v + 'c'\n        while right >= mid1"", 'if key == arr[mid1]:\n            return mid1\n        if key == mid2:\n            return mid2\n\n        if key < arr[mid1]:\n            # key lies between l and mid1\n            right = mid1 - 1\n        elif key > arr[mid2]:\n            # key lies between mid2 and r\n            left = mid2 + 1\n        else:\n            # key lies between mid1 and mid2\n            left = mid1 - (right-left)\n\n        # do this the slow way too\n        slow_left = right - left\n\n        slow_array = [0] * (slow_left)\n        slow_table = np.array(slow_array', ""if key == arr[mid1]:\n            return mid1\n        if key == mid2:\n            return mid2\n\n        if key < arr[mid1]:\n            # key lies between l and mid1\n            right = mid1 - 1\n        elif key > arr[mid2]:\n            # key lies between mid2 and r\n            left = mid2 + 1\n        else:\n            # key lies between mid1 and mid2\n            left = mid1 - 2\n            mid1 = 2\n\n        # if the key ends up and a character that can't be directly followed by\n        # is not in the sentence is a verb\n        if key >= l and'' not in l and arr["", 'if key == arr[mid1]:\n            return mid1\n        if key == mid2:\n            return mid2\n\n        if key < arr[mid1]:\n            # key lies between l and mid1\n            right = mid1 - 1\n        elif key > arr[mid2]:\n            # key lies between mid2 and r\n            left = mid2 + 1\n        else:\n            # key lies between mid1 and mid2\n            left = mid1 - 2\n            right = mid2 + 1\n\n        mid1 = left + (right-left) // 3\n        r1 = middle1 + 2\n        if right <= mid1:\n            return mid1\n        if mid1 >= r1']","if key == arr[mid1]:
            return mid1
        if key == mid2:
            return mid2

        if key < arr[mid1]:
            # key lies between l and mid1
            right = mid1 - 1
        elif key > arr[mid2]:
            # key lies between mid2 and r
            left = mid2 + 1
        else:
            # key lies between mid1 and mid2
            left = mid2 - 1

        # if l and r are the same they must have the same size
        L = (self.hasharray[mid1] ^ self.hasharray[r1] ^
         self.hasharray[r2]",False,497,False,False,0.48729373579264945
"def bellman_ford(graph, source):
    weight = {}
    pre_node = {}

    initialize_single_source(graph, source, weight, pre_node)

    for _ in range(1, len(graph)):",        for node in graph:,"            for adjacent in graph[node]:
                if weight[adjacent] > weight[node] + graph[node][adjacent]:
                    weight[adjacent] = weight[node] + graph[node][adjacent]
                    pre_node[adjacent] = node

    for node in graph:
        for adjacent in graph[node]:
            if weight[adjacent] > weight[node] + graph[node][adjacent]:
                return False

    return True

def initialize_single_source(graph, source, weight, pre_node):
    for node in graph:
        weight[node] = float('inf')
        pre_node[node] = None

    weight[source] = 0
","['for adjacent in graph[node]:\n                if weight[adjacent] > weight[node] + graph[node][adjacent]:\n                    weight[adjacent] = weight[node] + graph[node][adjacent]\n                    pre_node[adjacent] = node\n\n    for node in graph:\n        for adjacent in graph[node]:\n            if weight[adjacent] < distance:      # check if adjacent is far from edge\n                if adjacent in weight and distance - 1 > weight[adjacent]:      # if adjacent node exists in distance\n                    yield adjacent\n                    for neighbor in graph.neighbors(adjacent):', 'for adjacent in graph[node]:\n                if weight[adjacent] > weight[node] + graph[node][adjacent]:\n                    weight[adjacent] = weight[node] + graph[node][adjacent]\n                    pre_node[adjacent] = node\n\n    for node in graph:\n        for adjacent in graph[node]:\n            if weight[adjacent] > weight[node] + graph[dis adjacent]:\n                    weight[node] = weight[node] + graph[dis adjacent][weight[adjacent]]\n                    graph[dis] = (node, disperated)\n    return graph', 'for adjacent in graph[node]:\n                if weight[adjacent] > weight[node] + graph[node][adjacent]:\n                    weight[adjacent] = weight[node] + graph[node][adjacent]\n                    pre_node[adjacent] = node\n\n    for node in graph:\n        for adjacent in graph[node]:\n            if weight[adjacent] < weight[node] + graph[pre_node[adjacent]] + \\\n                    graph[adjacent]:\n\n                    if adjacent not in shortest:\n                        shortest[adjacent] = node\n\n                    if adjacent not in shortest:\n\n                        if adjacent in', 'for adjacent in graph[node]:\n                if weight[adjacent] > weight[node] + graph[node][adjacent]:\n                    weight[adjacent] = weight[node] + graph[node][adjacent]\n                    pre_node[adjacent] = node\n\n    for node in graph:\n        for adjacent in graph[node]:\n            if weight[adjacent] < weight[pre_node[adjacent]] + adjacent:\n                    weight[post_node[adjacent]] = weight[pre_node[adjacent]] + adjacent\n        adj_index = node - 1\n        adj = (str.', 'for adjacent in graph[node]:\n                if weight[adjacent] > weight[node] + graph[node][adjacent]:\n                    weight[adjacent] = weight[node] + graph[node][adjacent]\n                    pre_node[adjacent] = node\n\n    for node in graph:\n        for adjacent in graph[node]:\n            if weight[adjacent] > weight[node] + adjacent:\n                    weight[adjacent] = weight[node] + graph[node][adjacent]\n                    for adjacente in nx.dfs_edges_iter(graph, [adjacent]):\n                        if (', 'for adjacent in graph[node]:\n                if weight[adjacent] > weight[node] + graph[node][adjacent]:\n                    weight[adjacent] = weight[node] + graph[node][adjacent]\n                    pre_node[adjacent] = node\n\n    for node in graph:\n        for adjacent in graph[node]:\n            if weight[adjacent] > weight[previous] + graph[previous][adjacent]:\n                weight[previous] = weight[previous] + graph[previous][adjacent]\n\n                if adjacent == node:\n                    # If one of the previous or next nodes is the', 'for adjacent in graph[node]:\n                if weight[adjacent] > weight[node] + graph[node][adjacent]:\n                    weight[adjacent] = weight[node] + graph[node][adjacent]\n                    pre_node[adjacent] = node\n\n    for node in graph:\n        for adjacent in graph[node]:\n            if weight[adjacent] <  weight[pre_node] + adjacent:\n                adjacent = node\n\n    # The following function is specific to the implementation:\n    def bellman_ford(self, a):\n        result = """"\n        curr = a[0]', 'for adjacent in graph[node]:\n                if weight[adjacent] > weight[node] + graph[node][adjacent]:\n                    weight[adjacent] = weight[node] + graph[node][adjacent]\n                    pre_node[adjacent] = node\n\n    for node in graph:\n        for adjacent in graph[node]:\n            if weight[adjacent] < weight[pre_node] + adjacent:\n                return -1\n            else:\n                weight[pre_node] = adjacent\n\n\n    print(type(graph[end_node][n])(end_node, n) for end_', ""for adjacent in graph[node]:\n                if weight[adjacent] > weight[node] + graph[node][adjacent]:\n                    weight[adjacent] = weight[node] + graph[node][adjacent]\n                    pre_node[adjacent] = node\n\n    for node in graph:\n        for adjacent in graph[node]:\n            if weight[adjacent] > weight[node] - 1:#don't count as stated once in one side?\n                adj_node = node + adj\n                s1 = adjacent + 1 \n                s2 = adjacent - 1 \n                s3 = adjacent - graph["", 'for adjacent in graph[node]:\n                if weight[adjacent] > weight[node] + graph[node][adjacent]:\n                    weight[adjacent] = weight[node] + graph[node][adjacent]\n                    pre_node[adjacent] = node\n\n    for node in graph:\n        for adjacent in graph[node]:\n            if weight[adjacent] > weight[node] - graph[node][adjacent]:\n                    pre_node[adjacent] = node\n\n    return pre_node\n\ndef find_adjacent(graph,node):\n    count = 0\n\n    for adjacent in graph']","for adjacent in graph[node]:
                if weight[adjacent] > weight[node] + graph[node][adjacent]:
                    weight[adjacent] = weight[node] + graph[node][adjacent]
                    pre_node[adjacent] = node

    for node in graph:
        for adjacent in graph[node]:
            if weight[adjacent] < distance:      # check if adjacent is far from edge
                if adjacent in weight and distance - 1 > weight[adjacent]:      # if adjacent node exists in distance
                    yield adjacent
                    for neighbor in graph.neighbors(adjacent):",False,563,False,False,2.9421461168103615
"from algorithms.graph.graph import DirectedGraph


class Tarjan:
    def __init__(self, dict_graph):
        self.graph = DirectedGraph(dict_graph)
        self.index = 0
        self.stack = []

        for vertex in self.graph.nodes:
            vertex.index = None

        self.sccs = []
        for vertex in self.graph.nodes:
            if vertex.index is None:
                self.strongconnect(vertex, self.sccs)

    def strongconnect(self, vertex, sccs):
        vertex.index = self.index
        vertex.lowlink = self.index
        self.index += 1
        self.stack.append(vertex)
        vertex.on_stack = True

        for adjacent in self.graph.adjacency_list[vertex]:
            if adjacent.index is None:
                self.strongconnect(adjacent, sccs)
                vertex.lowlink = min(vertex.lowlink, adjacent.lowlink)
            elif adjacent.on_stack:","                vertex.lowlink = min(vertex.lowlink, adjacent.index)","
        if vertex.lowlink == vertex.index:
            scc = []
            while True:
                adjacent = self.stack.pop()
                adjacent.on_stack = False
                scc.append(adjacent)
                if adjacent == vertex:
                    break
            scc.sort()
            sccs.append(scc)
","['', '', '', '', '', '', '', '', '', '']",,False,68,True,False,0.0
"def find_all_cliques(edges):
    def expand_clique(candidates, nays):
        nonlocal compsub
        if not candidates and not nays:
            nonlocal solutions
            solutions.append(compsub.copy())
        else:
            for selected in candidates.copy():
                candidates.remove(selected)
                candidates_temp = get_connected(selected, candidates)
                nays_temp = get_connected(selected, nays)
                compsub.append(selected)
                expand_clique(candidates_temp, nays_temp)
                nays.add(compsub.pop())

    def get_connected(vertex, old_set):
        new_set = set()",        for neighbor in edges[str(vertex)]:,"            if neighbor in old_set:
                new_set.add(neighbor)
        return new_set

    compsub = []
    solutions = []
    possibles = set(edges.keys())
    expand_clique(possibles, set())
    return solutions
","[""for sol in nays:\n                        solutions_temp.pop(sol)\n                    nays.remove(nay_temp.pop('e'))\n            for nay"", 'nays_temp.n_ = [selected] + [n_temp]\n                nalth[compsub.copy()] = [no_stiche]', 'nays_temp.update_state()\n                    nays = nays_temp.pop_next_line()\n                    expand_clique(', 'mp:\n                    nays.create(solutions_temp[selected], selected))\n                if nays and selected not in nays:\n                    print(selected)\n                    print(', 'l:\n                    robots.append(nay.copy())\n                compsub.append(self.get_best(edges))\n            else:\n                if options.use', 'if len(selected_temp) > len(solutions) - 1:\n                    expanded_temp = solutions[len(solutions) - 1].copy', ""p.copy())\n            for n_temp in nays.copy():\n                n_temp['result'] = sum([c['value'] for c in n_temp"", ""))\n    for edge in edges:\n        if not comp_in_clique(edge.candidates, solution='C'):\n            expand_clique("", 'expanded_clique(nays_temp, selected)\n                selected.add( (selects.index(default_solution),\n                           solution_set.', 'nays.add(nay.copy())\n\n    n = len(solution_sequence)\n    selected_solution = [solution for idx, solution in enumerate']","for sol in nays:
                        solutions_temp.pop(sol)
                    nays.remove(nay_temp.pop('e'))
            for nay",False,114,False,False,1.996819088094332
